,min_dist_power,has_power_pill,has_pill,num_pill,min_dist_pill,num_ghosts,edibleGhost,dist_edibleGhost,dist_next_ghosts,bias
0,0.0007779855613237433,0.0,0.00685496943235029,0.5020738163575582,4.8964067373930735e-05,0.01370993886470058,0.0,-4.8964067373930735e-05,0.002374004488177055,0.00685496943235029
