[-2.439285714285714, 0.0, 0.0, -3141.7999999999997, -0.4878571428571428, -136.6, 0.0, 0.4878571428571428, -2.927142857142857, -68.3]
[1145.4337239431488, 0.0, 0.0, 572707.8265114796, 95.1682269952624, 13255.251779336735, 13391.851779336735, 1004.8767405931122, 188.38502541909622, 13323.551779336736]
[-172543.13700797956, 0.0, 0.0, -160523441.52734685, -43326.974455985415, -6065844.723837959, 13391.851779336735, 22715.948082083454, -86655.90034054227, -3026226.436029311]
[109925826453802.9, 0.0, 0.0, 29079746441.0807, 10949255.688178618, 3071857300.8138514, 13391.851779336735, -10969866.71455252, 87854005.40073629, 1535935346.3328154]
[109881413745179.34, 0.0, 0.0, -39609262700084.14, -11092227900.201237, -1551372944523.7043, 13391.851779336735, 5540618711.230155, -11015323150.48868, -775686465565.9264]
[121637311686159.61, 0.0, 0.0, 1.065825786359196e+16, 2927882257344.8657, 409905054989785.7, 13391.851779336735, -1463946623911.3032, 14683857103074.846, 204952527501588.75]
[-2990380673174891.0, 0.0, 0.0, -2.7668177936248955e+18, -1164078862065549.2, -1.0851072441514698e+17, 13391.851779336735, 387538301483720.0, -763320639112187.8, -5.425536220756679e+16]
[1.08069961812281e+17, 0.0, 0.0, 2.1491145347786863e+20, 5.436609238066239e+16, 1.5439937223548678e+19, 13391.851779336735, -5.514263294124422e+16, 1.102970218463437e+17, 7.719968611774345e+18]
[-6.642808354771393e+19, 0.0, 0.0, -6.26617536130244e+22, -8.262653096310113e+18, -2.3133254356098687e+21, 13391.851779336735, 8.261876555749532e+18, -1.6523741355535208e+19, -1.1566627178049343e+21]
[2.198448973229238e+22, 0.0, 2.5726070785146773e+23, 1.0485027268297153e+25, 1.8293138315570307e+21, 2.5494738241585786e+23, 2.5726070785146773e+23, 2.114039145006917e+22, 1.8210527432978056e+21, 2.561040451336628e+23]
[-3.0380359268963555e+24, 0.0, 2.5726070785146773e+23, -2.720583194572771e+27, -7.63175790325605e+23, -1.0684576719958683e+26, 2.5726070785146773e+23, 4.036429435286501e+23, -1.528189155571026e+24, -5.329425324586768e+25]
[9.45071941437385e+25, 0.0, 2.5726070785146773e+23, 1.679835694290382e+29, 4.800943924499182e+25, 1.3549486442689292e+28, 2.5726070785146773e+23, -4.836897209178878e+25, 1.935622709856987e+26, 6.774871851698572e+27]
[-5.001422796000053e+28, 0.0, 2.5726070785146773e+23, -4.543096542084224e+31, -1.2479174349291073e+28, -1.74025624395236e+30, 2.5726070785146773e+23, 6.215222922176243e+27, -1.2333621517550367e+28, -8.70127993345826e+29]
[3.006568263831687e+30, 0.0, 2.5726070785146773e+23, 1.001072543257381e+34, 1.5158120715465526e+30, 4.261812926068839e+32, 2.5726070785146773e+23, -1.5220760229736675e+30, 1.5270578837440886e+31, 2.130906464320723e+32]
[-2.9204956237452884e+33, 0.0, 2.5726070785146773e+23, -2.5992149809355665e+36, -1.0947975099318737e+33, -1.0189639542771234e+35, 2.5726070785146773e+23, 3.6391569797816634e+32, -7.156049691648392e+32, -5.094819771372754e+34]
[1.8995886715364045e+42, 0.0, 2.6594241442396856e+37, 5.824740967517896e+38, 1.8886406993575816e+35, 2.649234504696889e+37, 2.6594241442396856e+37, 1.709993722709188e+36, 9.490787322592851e+35, 2.6543293244682875e+37]
[1.8987948651984372e+42, 0.0, 2.6594241442396856e+37, -7.217812934536659e+41, -1.9826272042193724e+38, -2.7756729483815257e+40, 2.6594241442396856e+37, 1.009357859686457e+38, -1.9750250575961372e+38, -1.3865067621186428e+40]
